Machine Name,Server IP Addresses,Discovery Source,Server Host Type,SQL Instance,SQL Database name,Database size (MB),Compatibility Level,DB Status,SQL Version,SQL Edition,Total DB size (MB),Failover Cluster,Availability Group,Server Cores,Server Storage,Server Memory (MB),Server Disks,Operating System,Last updated time,First discovered time
HICP6561A,169.254.1.236;fe80::38c2:239d:d9eb:6a9b;192.168.130.143;fe80::78f9:7c71:ef00:88d9;192.168.130.144;fe80::ceb0:dc10:ecb7:3117;10.17.19.183;10.17.19.167;10.17.19.132;10.17.19.128;10.17.19.124;10.17.19.84;10.17.19.81;10.17.19.72;10.17.19.51;10.17.18.161;10.17.18.110;10.17.18.109;10.17.18.108;10.17.18.107;10.17.18.64;10.17.18.49;10.17.18.41;10.17.19.149;fe80::9680:e600:12a2:af76,HICP6561A,Physical,TEPO,EPO510SQL_Events,12314 MB,CompatLevel150,Online,SQL Server 2019,Enterprise Edition: Core-based Licensing (64-bit),19658 MB,Yes,No,24,34866.2602901459 GB,524015 MB,171,Microsoft Windows Server 2019 Standard,2/20/2025 11:13:37 AM,2/11/2025 8:46:34 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_qa_test_library_db,95 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:29 AM,2/11/2025 8:46:39 PM
HICU6503C,192.168.130.219;fe80::f174:7a1c:a4b5:1be9;192.168.130.218;fe80::e8c2:bc78:3f4d:c42f;10.17.17.190;10.17.17.188;10.17.17.185;10.17.17.183;10.17.17.182;10.17.17.149;10.17.17.139;10.17.17.104;fe80::3dd6:fd96:4013:9624,HICU6503C,Physical,TSW,TSWDATA,307663 MB,CompatLevel80,Online,SQL Server 2008,Developer Edition (64-bit),364564 MB,Yes,No,28,8793.93500089645 GB,524015 MB,37,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:31 AM,2/11/2025 8:46:40 PM
HICU6501C,192.168.130.174;fe80::75cb:a12d:62bc:30eb;192.168.130.173;fe80::de5:f28c:1d33:3f2d;10.17.17.178;10.17.17.170;10.17.17.165;10.17.17.163;10.17.17.150;10.17.17.137;10.17.17.102;fe80::c88b:e444:5d26:ae78,HICU6501C,Physical,TSW,DBA,385 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),385104 MB,Yes,No,24,7180.75667381287 GB,524015 MB,18,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:21 AM,2/11/2025 8:46:40 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,default_test_db0,10 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:24 AM,2/11/2025 8:46:42 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,TSWACQ,TSWICP,75 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),219555 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:39 AM,2/11/2025 8:46:44 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_ent_enterprise_uat_db,62 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:47 AM,2/11/2025 8:46:46 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,default_qc11_project_template_,14 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:46 AM,2/11/2025 8:46:46 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,TSWACQ,OLRStage,202 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),219555 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:34 AM,2/11/2025 8:46:49 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_address_cleansing_db,12 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:14 AM,2/11/2025 8:46:49 PM
HICU6501C,192.168.130.174;fe80::75cb:a12d:62bc:30eb;192.168.130.173;fe80::de5:f28c:1d33:3f2d;10.17.17.178;10.17.17.170;10.17.17.165;10.17.17.163;10.17.17.150;10.17.17.137;10.17.17.102;fe80::c88b:e444:5d26:ae78,HICU6501C,Physical,ECOM,OLRECOMMERCE,199189 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),235542 MB,Yes,No,24,7180.75667381287 GB,524015 MB,18,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:34 AM,2/11/2025 8:46:54 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_ihg_reservations_db,19 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:48 AM,2/11/2025 8:46:56 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_drr_rewrite_db,12 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:59 AM,2/11/2025 8:46:58 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_crm_team_db,16 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:15 AM,2/11/2025 8:47:07 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,olcc_ent_vacationpackages_db,62 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:16 AM,2/11/2025 8:47:08 PM
HICU6501C,192.168.130.174;fe80::75cb:a12d:62bc:30eb;192.168.130.173;fe80::de5:f28c:1d33:3f2d;10.17.17.178;10.17.17.170;10.17.17.165;10.17.17.163;10.17.17.150;10.17.17.137;10.17.17.102;fe80::c88b:e444:5d26:ae78,HICU6501C,Physical,TSW,TSWICP,76 MB,CompatLevel80,Online,SQL Server 2008,Developer Edition (64-bit),385104 MB,Yes,No,24,7180.75667381287 GB,524015 MB,18,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:14:03 AM,2/11/2025 8:47:10 PM
HICU6503C,192.168.130.219;fe80::f174:7a1c:a4b5:1be9;192.168.130.218;fe80::e8c2:bc78:3f4d:c42f;10.17.17.190;10.17.17.188;10.17.17.185;10.17.17.183;10.17.17.182;10.17.17.149;10.17.17.139;10.17.17.104;fe80::3dd6:fd96:4013:9624,HICU6503C,Physical,ECOM,DBA,339 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),234598 MB,Yes,No,28,8793.93500089645 GB,524015 MB,37,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:23 AM,2/11/2025 8:47:13 PM
HICQ6501A,192.168.130.16;fe80::5c3:7420:304a:ccea;192.168.130.15;fe80::a510:41fa:92e5:1a8f;10.17.83.155;10.17.83.143;10.17.83.142;10.17.83.140;10.17.83.137;10.17.83.136;10.17.83.131;10.17.83.92;10.17.82.87;10.17.83.88;fe80::c583:8427:d36b:6cee,HICQ6501A,Physical,QCM,OLCCTempData,75 MB,CompatLevel100,Online,SQL Server 2008,Developer Edition (64-bit),4314 MB,Yes,No,24,8587.05087661743 GB,392943 MB,38,Microsoft Windows Server 2012 R2 Standard,2/20/2025 11:13:30 AM,2/11/2025 8:47:17 PM
HICP6511,10.17.18.18;fe80::6346:f47a:5e52:cf3c,HICP1314,HyperV,MSSQLSERVER,ReportServerTempDB,6512 MB,CompatLevel130,Online,SQL Server 2022,Standard Edition (64-bit),10806 MB,No,No,2,305 GB,16384 MB,5,Windows Server 2022 Standard,2/20/2025 11:13:35 AM,2/11/2025 10:36:17 PM
HICU6508,10.17.33.237;fe80::7cc9:d539:b65e:919b,HICP1326C,HyperV,MSSQLSERVER,SSISDB,44.5546875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,185 GB,16384 MB,3,Windows Server 2019 Standard,2/20/2025 11:19:29 AM,2/11/2025 10:36:18 PM
HICP6511,10.17.18.18;fe80::6346:f47a:5e52:cf3c,HICP1314,HyperV,MSSQLSERVER,DBA,208 MB,CompatLevel160,Online,SQL Server 2022,Standard Edition (64-bit),10806 MB,No,No,2,305 GB,16384 MB,5,Windows Server 2022 Standard,2/20/2025 11:13:15 AM,2/11/2025 10:36:19 PM
HICP6511,10.17.18.18;fe80::6346:f47a:5e52:cf3c,HICP1314,HyperV,MSSQLSERVER,RSExecutionLog,3280 MB,CompatLevel130,Online,SQL Server 2022,Standard Edition (64-bit),10806 MB,No,No,2,305 GB,16384 MB,5,Windows Server 2022 Standard,2/20/2025 11:13:21 AM,2/11/2025 10:36:22 PM
HICP6511,10.17.18.18;fe80::6346:f47a:5e52:cf3c,HICP1314,HyperV,MSSQLSERVER,ReportServer,470 MB,CompatLevel130,Online,SQL Server 2022,Standard Edition (64-bit),10806 MB,No,No,2,305 GB,16384 MB,5,Windows Server 2022 Standard,2/20/2025 11:13:51 AM,2/11/2025 10:36:23 PM
HICP6512,10.17.18.19;fe80::62b7:90e9:424a:8528,HICP1310C,HyperV,MSSQLSERVER,LiteSpeedLocal,272 MB,CompatLevel160,Online,SQL Server 2022,Standard Edition (64-bit),555 MB,No,No,4,295 GB,32768 MB,7,Windows Server 2022 Standard,2/20/2025 11:13:20 AM,2/11/2025 10:36:26 PM
HICP6512,10.17.18.19;fe80::62b7:90e9:424a:8528,HICP1310C,HyperV,MSSQLSERVER,OLCCTempData,75 MB,CompatLevel130,Online,SQL Server 2022,Standard Edition (64-bit),555 MB,No,No,4,295 GB,32768 MB,7,Windows Server 2022 Standard,2/20/2025 11:13:41 AM,2/11/2025 10:36:27 PM
FLOLPSQLQA1,10.17.33.239;fe80::8c32:7b9:9710:8c41,HICP1326D,HyperV,MSSQLSERVER,DBA,53.4296875 MB,-,Online,SQL Server 2017,Developer Edition,0 MB,No,No,2,185 GB,16384 MB,4,Windows Server 2012 R2 Standard,2/20/2025 11:19:37 AM,2/11/2025 10:36:29 PM
HICP6511,10.17.18.18;fe80::6346:f47a:5e52:cf3c,HICP1314,HyperV,MSSQLSERVER,LiteSpeedLocal,336 MB,CompatLevel160,Online,SQL Server 2022,Standard Edition (64-bit),10806 MB,No,No,2,305 GB,16384 MB,5,Windows Server 2022 Standard,2/20/2025 11:13:14 AM,2/11/2025 10:36:30 PM
HICP6512,10.17.18.19;fe80::62b7:90e9:424a:8528,HICP1310C,HyperV,MSSQLSERVER,DBA,208 MB,CompatLevel160,Online,SQL Server 2022,Standard Edition (64-bit),555 MB,No,No,4,295 GB,32768 MB,7,Windows Server 2022 Standard,2/20/2025 11:13:49 AM,2/11/2025 10:36:40 PM
HICU6508,10.17.33.237;fe80::7cc9:d539:b65e:919b,HICP1326C,HyperV,MSSQLSERVER,DBA,56.9296875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,185 GB,16384 MB,3,Windows Server 2019 Standard,2/20/2025 11:19:52 AM,2/11/2025 10:36:42 PM
HICU6508,10.17.33.237;fe80::7cc9:d539:b65e:919b,HICP1326C,HyperV,MSSQLSERVER,LiteSpeedLocal,201.6796875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,185 GB,16384 MB,3,Windows Server 2019 Standard,2/20/2025 11:19:53 AM,2/11/2025 10:36:44 PM
FLOLPSQLQA1,10.17.33.239;fe80::8c32:7b9:9710:8c41,HICP1326D,HyperV,MSSQLSERVER,LiteSpeedLocal,232.8671875 MB,-,Online,SQL Server 2017,Developer Edition,0 MB,No,No,2,185 GB,16384 MB,4,Windows Server 2012 R2 Standard,2/20/2025 11:19:58 AM,2/11/2025 10:36:46 PM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,SpotlightStatisticsRepository,86747.6796875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/20/2025 11:13:20 AM,2/19/2025 11:07:34 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,Solarwinds,215383.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:18 AM,2/19/2025 11:07:35 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_CommonDB,15.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:35 AM,2/19/2025 11:07:35 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,Netwrix_AlertsDB,15.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/20/2025 11:13:57 AM,2/19/2025 11:07:35 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,ReportServer,143.9921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/19/2025 11:07:35 AM,2/19/2025 11:07:35 AM
HICP6508,10.17.18.46;fe80::dc4c:7a94:ac30:69ec,HICP1317,HyperV,MSSQLSERVER,LiteSpeedLocal,334.1796875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,4,205 GB,16384 MB,4,Windows Server 2019 Standard,2/19/2025 11:07:35 AM,2/19/2025 11:07:35 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,OLCCTempData,224.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:35 AM,2/19/2025 11:07:35 AM
HICS6508,10.17.33.238;fe80::2909:ae36:61f9:86c1,HICP1326B,HyperV,MSSQLSERVER,SSISDB,45.0546875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,165 GB,16384 MB,4,Windows Server 2019 Standard,2/20/2025 11:14:05 AM,2/19/2025 11:07:36 AM
HICS6508,10.17.33.238;fe80::2909:ae36:61f9:86c1,HICP1326B,HyperV,MSSQLSERVER,DBA,78.5546875 MB,-,Online,SQL Server 2019,Developer Edition,0 MB,No,No,4,165 GB,16384 MB,4,Windows Server 2019 Standard,2/19/2025 11:07:36 AM,2/19/2025 11:07:36 AM
HICP6508,10.17.18.46;fe80::dc4c:7a94:ac30:69ec,HICP1317,HyperV,MSSQLSERVER,OLCCTempData,24.9921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,4,205 GB,16384 MB,4,Windows Server 2019 Standard,2/19/2025 11:07:36 AM,2/19/2025 11:07:36 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,citrix_reset,11.1796875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:36 AM,2/19/2025 11:07:36 AM
DC01-DB24-PBRS,10.17.18.48;fe80::c941:a0b3:7b91:82b,HICP1312,HyperV,MSSQLSERVER,DBA,89.9921875 MB,-,Online,SQL Server 2016,Enterprise Edition: Core-based Licensing,0 MB,No,No,4,290 GB,32768 MB,5,Windows Server 2012 R2 Standard,2/19/2025 11:07:37 AM,2/19/2025 11:07:37 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,DBA,54.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/20/2025 11:13:17 AM,2/19/2025 11:07:37 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,CacheDB,587.4921875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/19/2025 11:07:37 AM,2/19/2025 11:07:37 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,ResourceMgrDB,6.3046875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:50 AM,2/19/2025 11:07:37 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,UsageHistoryDB,33.2421875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:56 AM,2/19/2025 11:07:37 AM
HICP1700,10.17.18.59;fe80::f404:7d95:50d0:3ae1;192.168.130.188;fe80::464c:e8b4:ccda:3f8e,HICP1315,HyperV,SQLEXPRESS,AMDBv3REPORTING,1283.7421875 MB,-,Online,SQL Server 2019,Express Edition,0 MB,No,No,6,100 GB,20480 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:38 AM,2/19/2025 11:07:38 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,DM2,87.6171875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:44 AM,2/19/2025 11:07:38 AM
DC01-DB27-SSISE,10.17.18.142;fe80::c52f:bfc0:772:2f36,HICP1317,HyperV,MSSQLSERVER,SSISDB,117851.4296875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,385 GB,16384 MB,4,Windows Server 2016 Standard,2/20/2025 11:13:16 AM,2/19/2025 11:07:38 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,LiteSpeedLocal,463.9921875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/20/2025 11:14:01 AM,2/19/2025 11:07:38 AM
FLOLVSQLQA09,10.17.33.236;fe80::d9c6:4949:311:7c2a,HICP1326B,HyperV,MSSQLSERVER,LiteSpeedLocal,235.8671875 MB,-,Online,SQL Server 2017,Developer Edition,0 MB,No,No,2,185 GB,16384 MB,4,Windows Server 2012 R2 Standard,2/20/2025 11:14:04 AM,2/19/2025 11:07:39 AM
FLOLVSQLQA09,10.17.33.236;fe80::d9c6:4949:311:7c2a,HICP1326B,HyperV,MSSQLSERVER,DBA,45.4296875 MB,-,Online,SQL Server 2017,Developer Edition,0 MB,No,No,2,185 GB,16384 MB,4,Windows Server 2012 R2 Standard,2/20/2025 11:13:48 AM,2/19/2025 11:07:39 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,DATACARD,44.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:39 AM,2/19/2025 11:07:39 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,accesscontrol_ReportsConfig,79.9921875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/20/2025 11:14:07 AM,2/19/2025 11:07:39 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,CommServ,3463.3046875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/19/2025 11:07:40 AM,2/19/2025 11:07:40 AM
DC01-COMSRV,10.17.18.26;192.168.130.11,HICP1316,HyperV,COMMVAULT,AppStudioDB,5.8671875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,300 GB,32768 MB,2,Windows Server 2022 Standard,2/20/2025 11:13:19 AM,2/19/2025 11:07:40 AM
HICP1700,10.17.18.59;fe80::f404:7d95:50d0:3ae1;192.168.130.188;fe80::464c:e8b4:ccda:3f8e,HICP1315,HyperV,SQLEXPRESS,AMDBv3,4.7421875 MB,-,Online,SQL Server 2019,Express Edition,0 MB,No,No,6,100 GB,20480 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:40 AM,2/19/2025 11:07:40 AM
HICP6505,10.17.19.182;fe80::ff49:97c6:d58b:8bb1,HICP1316,HyperV,MSSQLSERVER,SpotlightPlaybackDatabase,118194.4296875 MB,-,Online,SQL Server 2019,Standard Edition,0 MB,No,No,8,1110 GB,32768 MB,7,Windows Server 2019 Datacenter,2/20/2025 11:13:28 AM,2/19/2025 11:07:40 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,model_msdb,16.5546875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:41 AM,2/19/2025 11:07:41 AM
HICP2279,10.17.19.129;fe80::2f4:3e10:1a1f:dc90,HICP1315,HyperV,SQLEXPRESS,ReportServer$SQLEXPRESS,207.9921875 MB,-,Online,SQL Server 2016,Express Edition,0 MB,No,No,2,220 GB,8192 MB,3,Windows Server 2019 Standard,2/19/2025 11:07:41 AM,2/19/2025 11:07:41 AM
HICP6506,10.17.19.82;fe80::5de3:34ae:48c5:68a4,HICP1318,HyperV,MSSQLSERVER,Foglight,1194.9921875 MB,-,Online,SQL Server 2022,Standard Edition,0 MB,No,No,4,501 GB,16384 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:31 AM,2/19/2025 11:07:41 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,ReportServerTempDB,6511.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/19/2025 11:07:42 AM,2/19/2025 11:07:42 AM
DC01-DB11-SSRS,10.17.18.43;fe80::a9e9:6586:9743:8064,HICP1315,HyperV,MSSQLSERVER,LiteSpeedLocal,399.9921875 MB,-,Online,SQL Server 2016,Standard Edition,0 MB,No,No,2,280 GB,16384 MB,3,Windows Server 2012 R2 Standard,2/20/2025 11:13:39 AM,2/19/2025 11:07:42 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,CxARM,61.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:58 AM,2/19/2025 11:07:42 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,simplify,64.9921875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/19/2025 11:07:42 AM,2/19/2025 11:07:42 AM
FLOLVSQLPRD24,10.17.18.165;fe80::901d:82b:1cad:7aed,HICP1310B,HyperV,MSSQLSERVER,DBA,143.3046875 MB,-,Online,SQL Server 2012,Standard Edition,0 MB,No,No,4,640 GB,32768 MB,7,Windows Server 2019 Standard,2/20/2025 11:13:37 AM,2/19/2025 11:07:43 AM
