"AllocatedMemoryInMb","AppAndRoleApplication","AppAndRoleBizTalkServer","AppAndRoleExchangeServer","AppAndRoleFeature","AppAndRoleOtherDatabase","AppAndRoleSharePointServer","AppAndRoleSqlServer","AppAndRoleSystemCenter","AppAndRoleWebApplication","BiosGuid","BiosSerialNumber","ClusterFqdn","ClusterId","CreatedTimestamp","Disk","DisplayName","Error","Firmware","Generation","GuestDetailsDiscoveryTimestamp","GuestOSDetailOsname","GuestOSDetailOstype","GuestOSDetailOsversion","HighAvailability","HostFqdn","HostId","Id","InstanceUuid","IsDeleted","IsDynamicMemoryEnabled","IsGuestDetailsDiscoveryInProgress","ManagementServerType","MaxMemoryMb","Name","NetworkAdapter","NumberOfApplication","NumberOfProcessorCore","OperatingSystemDetailOSName","OperatingSystemDetailOSType","OperatingSystemDetailOSVersion","PowerStatus","Type","UpdatedTimestamp","VMConfigurationFileLocation","VMFqdn","Version"
"8192",,,,,,,,,,"E93B5C02-4875-4567-A86B-F467AE557FCB","2526-4449-8197-3433-7091-9067-14","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:27.3774179Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU2226F","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:59 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326C",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/a6d00446-3239-4d31-b244-0821ea38faed","a6d00446-3239-4d31-b244-0821ea38faed","False","False","False","Cluster","1048576","a6d00446-3239-4d31-b244-0821ea38faed","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","5","4","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.3406456Z","C:\ClusterStorage\Volume2\HICU2226F\Virtual Machines\A6D00446-3239-4D31-B244-0821EA38FAED.VMCX","HICU2226F.olcc.lan","9.0"
"8192",,,,,,,,,,"304373A8-8C47-4DFA-A3D4-180579AD7463","9547-8988-3701-5618-1732-9357-67","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:27.6274248Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP7043","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","BIOS","1",,,,,"Yes","HICP1315",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/a340ce2e-0800-4418-8591-ed34d8da17ec","a340ce2e-0800-4418-8591-ed34d8da17ec","False","False","True","Cluster","65536","a340ce2e-0800-4418-8591-ed34d8da17ec","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","-1","4",,"otherguestfamily",,"Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:22:16.8104413Z","C:\ClusterStorage\Volume11\HICP7043\Virtual Machines\A340CE2E-0800-4418-8591-ED34D8DA17EC.VMCX","","9.0"
"4096",,,,,,,,,,"242B92DF-1F37-46D5-B8D5-C11850A31407","9889-1906-9623-5360-4076-9187-97","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:27.8774558Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","DC01-KMS01-SVR","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","BIOS","1","2/13/2025 3:20:00 AM","Microsoft Windows Server 2012 R2 Standard","Windows","6.3.9600","Yes","HICP1319",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/98bf3eb8-6493-457c-876d-1aeb3fff4865","98bf3eb8-6493-457c-876d-1aeb3fff4865","False","False","False","Cluster","65536","98bf3eb8-6493-457c-876d-1aeb3fff4865","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","57","2","Windows Server 2012 R2 Standard","windowsguest","6.3.9600","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:41.0235861Z","C:\ClusterStorage\Volume12\DC01-KMS01-SVR\Virtual Machines\98BF3EB8-6493-457C-876D-1AEB3FFF4865.VMCX","DC01-KMS01-SVR.olcc.lan","9.0"
"4096",,,,,,,,,,"EF67D8C8-DDAD-4C73-B25E-27A9B3A70082","0618-9278-0600-2971-7298-6322-89","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:28.1274303Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2120","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:14 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1319",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/7c499462-ff29-4575-ac60-da3a511b42e7","7c499462-ff29-4575-ac60-da3a511b42e7","False","False","False","Cluster","1048576","7c499462-ff29-4575-ac60-da3a511b42e7","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","22","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.4812299Z","C:\ClusterStorage\Volume3\HICP2120-2\Virtual Machines\7C499462-FF29-4575-AC60-DA3A511B42E7.VMCX","HICP2120.olcc.lan","9.0"
"4096",,,,,,,,,,"49A3B013-CC1E-4924-B956-9FC0890CCE8C","3865-5234-2176-5985-7063-4842-10","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:28.3774244Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP8520","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:54 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1319",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/1b0284e3-b51c-4553-909c-102de5ec614e","1b0284e3-b51c-4553-909c-102de5ec614e","False","False","False","Cluster","1048576","1b0284e3-b51c-4553-909c-102de5ec614e","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","14","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.6062340Z","C:\ClusterStorage\Volume3\HICP8520\Virtual Machines\1B0284E3-B51C-4553-909C-102DE5EC614E.VMCX","HICP8520.olcc.lan","9.0"
"24576",,,,,,,,,,"393F37A0-D0BF-4E78-992E-5C768C466D83","8802-8527-6929-5853-2777-2331-19","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:28.6274408Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP3821","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:15 AM","Red Hat Enterprise Linux","Linux","8.2","Yes","HICP1314",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/f5e4e425-2177-4bf4-af76-e87dcda42cb1","f5e4e425-2177-4bf4-af76-e87dcda42cb1","False","False","False","Cluster","1048576","f5e4e425-2177-4bf4-af76-e87dcda42cb1","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","62","6","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:19:15.3579756Z","C:\ClusterStorage\Volume11\HICP3821\Virtual Machines\F5E4E425-2177-4BF4-AF76-E87DCDA42CB1.VMCX","HICP3821.olcc.lan","9.0"
"8192",,,,,,,,,,"A77820C8-1511-490E-A267-10723A5E7FFE","9049-7680-2351-8802-8178-4131-58","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:28.8774432Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU2226E","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:17 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326A",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/22f98494-2ea5-41ee-a12e-56a571f3fe5f","22f98494-2ea5-41ee-a12e-56a571f3fe5f","False","False","False","Cluster","1048576","22f98494-2ea5-41ee-a12e-56a571f3fe5f","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","5","4","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.7312436Z","C:\ClusterStorage\Volume2\HICU2226E\Virtual Machines\22F98494-2EA5-41EE-A12E-56A571F3FE5F.VMCX","HICU2226E.olcc.lan","9.0"
"4096",,,,,,,,,,"FD305715-0A5C-431F-BA2D-63AA4BA7A66E","5592-7223-1873-3444-2431-8500-67","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:29.1274010Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","NP03-APP01-SHR","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","BIOS","1","2/13/2025 2:36:59 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326A",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/5233119f-4ed9-4a68-9136-b3fc0016f169","5233119f-4ed9-4a68-9136-b3fc0016f169","False","False","False","Cluster","65536","5233119f-4ed9-4a68-9136-b3fc0016f169","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","47","1","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:18.2485352Z","C:\ClusterStorage\Volume1\NP03-APP01-SHR\Virtual Machines\5233119F-4ED9-4A68-9136-B3FC0016F169.VMCX","NP03-APP01-SHR.olcc.lan","9.0"
"4096",,,,,,,,,,"78FC5F4D-73FE-49CF-A762-C1EDBC3DF03E","5843-8077-5055-7043-5636-0419-75","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:29.3930195Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2343A","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:07 AM","Microsoft Windows Server 2022 Standard","Windows","10.0.20348","Yes","HICP1319",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/a77ea11e-1fb6-4dba-a0a4-6425ebc35540","a77ea11e-1fb6-4dba-a0a4-6425ebc35540","False","False","False","Cluster","1048576","a77ea11e-1fb6-4dba-a0a4-6425ebc35540","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","7","2","Windows Server 2022 Standard","windowsguest","10.0.20348","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:52.0236954Z","C:\ClusterStorage\Volume11\HICP2343A\Virtual Machines\A77EA11E-1FB6-4DBA-A0A4-6425EBC35540.VMCX","HICP2343A.olcc.lan","9.0"
"4096",,,,,,,,,,"76E8BF09-D4AE-4772-AE2A-FFDC0ED2322E","6835-9789-1232-9367-9660-2617-87","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:29.6274247Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","FLOLVAPPSTG","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","BIOS","1","2/13/2025 3:21:24 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/24d5a230-d9a1-47a1-af2b-eeceea04f349","24d5a230-d9a1-47a1-af2b-eeceea04f349","False","False","False","Cluster","65536","24d5a230-d9a1-47a1-af2b-eeceea04f349","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","42","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.8562318Z","C:\ClusterStorage\Volume1\FLOLVAPPSTG\Virtual Machines\24D5A230-D9A1-47A1-AF2B-EECEEA04F349.VMCX","FLOLVAPPSTG.olcc.lan","9.0"
"8192",,,,,,,,,,"D5A836D4-416F-4B34-8ADE-7A0F92A89B58","1688-6719-4519-5946-8143-3592-03","HICP1300_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1300-clu-olcc-lan-716a4cd7-b6bf-44a4-8728-f1576ad575ee","2025-02-11T20:30:29.8774251Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP1205B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:19:16 AM","Microsoft Windows Server 2019 Datacenter","Windows","10.0.17763","Yes","HICP1300A",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/04c1388b-c89e-4821-9760-e97ef58c1510","04c1388b-c89e-4821-9760-e97ef58c1510","False","False","False","Cluster","1048576","04c1388b-c89e-4821-9760-e97ef58c1510","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","28","4","Windows Server 2019 Datacenter","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:03.9812764Z","C:\ClusterStorage\Volume11\HICP1205B\Virtual Machines\04C1388B-C89E-4821-9760-E97EF58C1510.VMCX","HICP1205B.olcc.lan","9.0"
"4096",,,,,,,,,,"B02E1522-3C4F-4FD7-87E4-CB2B2E794C56","2287-6785-3487-6471-8361-5505-20","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:30.1274354Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP8526B","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:01 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1310",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/06b17962-2523-451c-87fd-424d19550a64","06b17962-2523-451c-87fd-424d19550a64","False","False","False","Cluster","1048576","06b17962-2523-451c-87fd-424d19550a64","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","108","2","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T15:06:04.0906343Z","C:\ClusterStorage\Volume2\HICP8526B\Virtual Machines\06B17962-2523-451C-87FD-424D19550A64.VMCX","HICP8526B.olcc.lan","9.0"
"34816",,,,,,,,,,"C6180D66-1C16-4ADA-A9F1-A0CE17EF3D7D","1414-6384-4166-6642-2355-0762-67","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:30.5024963Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICU3823","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:21:32 AM","Red Hat Enterprise Linux","Linux","8.4","Yes","HICP1326D",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/d99923f2-870e-4062-95ef-966ec3852402","d99923f2-870e-4062-95ef-966ec3852402","False","False","False","Cluster","1048576","d99923f2-870e-4062-95ef-966ec3852402","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","76","3","Red Hat Enterprise Linux","linuxguest","4.18.0","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:32.3576179Z","C:\ClusterStorage\Volume2\HICU3823\Virtual Machines\D99923F2-870E-4062-95EF-966EC3852402.VMCX","HICU3823.olcc.lan","9.0"
"8192",,,,,,,,,,"E3C7DA76-4BED-41B0-A5CC-ABBE0CED2CE0","2884-7188-3844-6924-5941-3912-98","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:30.7524351Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICP2225A","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:08 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1319",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/d5e9d2dd-28e9-43d6-9b4f-b80cfbddf009","d5e9d2dd-28e9-43d6-9b4f-b80cfbddf009","False","False","False","Cluster","1048576","d5e9d2dd-28e9-43d6-9b4f-b80cfbddf009","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","21","4","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:52.7736715Z","C:\ClusterStorage\Volume14\HICP2225A\Virtual Machines\D5E9D2DD-28E9-43D6-9B4F-B80CFBDDF009.VMCX","HICP2225A.olcc.lan","9.0"
"8192",,,,,,,,,,"81DF8636-BFDA-4C02-A899-C0E017E4967D","5907-6902-0380-4342-2291-9524-18","HICP1326_CLU.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1326-clu-olcc-lan-dfe304fe-4c9c-4a21-8ab7-565af1ada800","2025-02-11T20:30:31.0024495Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","HICT2318A","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","UEFI","2","2/13/2025 3:20:41 AM","Microsoft Windows Server 2019 Standard","Windows","10.0.17763","Yes","HICP1326B",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/9eeef674-94e3-49bd-b3f9-06b646d20922","9eeef674-94e3-49bd-b3f9-06b646d20922","False","False","False","Cluster","1048576","9eeef674-94e3-49bd-b3f9-06b646d20922","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","26","6","Windows Server 2019 Standard","windowsguest","10.0.17763","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:22:14.0760786Z","C:\ClusterStorage\Volume1\HICT2318A\Virtual Machines\9EEEF674-94E3-49BD-B3F9-06B646D20922.VMCX","HICD2360.olcc.lan","9.0"
"12288",,,,,,,,,,"2587BF18-82D0-4250-81B7-61A53322C041","8451-0460-2036-8198-2898-7937-09","HICP1310_Clu.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/clusters/hicp1310-clu-olcc-lan-4fb0bd14-3fa8-4561-ad74-93b04087d47c","2025-02-11T20:30:31.2524430Z","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVDisk[]","DC01-ESB02-SMART","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","BIOS","1","2/13/2025 2:36:24 AM","Microsoft Windows Server 2012 R2 Standard","Windows","6.3.9600","Yes","HICP1316",,"/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/HyperVSites/HYPV-AZ-MIGVA24225site/machines/8a2aa465-7b11-4a9f-9544-9dcc326ebab5","8a2aa465-7b11-4a9f-9544-9dcc326ebab5","False","False","False","Cluster","65536","8a2aa465-7b11-4a9f-9544-9dcc326ebab5","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHyperVNetworkAdapter[]","41","4","Windows Server 2012 R2 Standard","windowsguest","6.3.9600","Running","Microsoft.OffAzure/HyperVSites/machines","2025-02-13T03:21:34.7326610Z","C:\ClusterStorage\Volume14\DC01-ESB02-SMART\Virtual Machines\8A2AA465-7B11-4A9F-9544-9DCC326EBAB5.VMCX","DC01-ESB02-SMART.olcc.lan","9.0"
